,selling_price,km_driven,fuel,seller_type,transmission,owner,car_model,Age
3795,302000,60000,Diesel,Individual,Manual,First Owner,Maruti Swift,8
3797,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti Swift,9
3798,200000,90000,Diesel,Individual,Manual,Second Owner,Tata Indica,11
3802,620000,65000,Petrol,Individual,Manual,First Owner,Hyundai i20,6
3803,449000,90000,Diesel,Individual,Manual,First Owner,Toyota Innova,11
3804,100000,70000,Petrol,Individual,Manual,First Owner,Maruti Alto,16
3805,600000,2500,Petrol,Individual,Manual,First Owner,Hyundai Grand,5
3807,250000,40000,Diesel,Individual,Manual,First Owner,Chevrolet Beat,11
3808,550000,63000,Petrol,Individual,Manual,First Owner,Maruti Baleno,5
3813,360000,70000,Diesel,Individual,Manual,First Owner,Skoda Rapid,9
3814,650000,60000,Petrol,Dealer,Automatic,First Owner,Skoda Superb,11
3815,199000,92000,Diesel,Dealer,Manual,Third Owner,Ford Fiesta,11
3816,285000,89126,Diesel,Individual,Manual,First Owner,Mahindra Quanto,9
3817,260000,134000,Diesel,Individual,Automatic,First Owner,Volkswagen Jetta,14
3818,869999,15000,Petrol,Dealer,Automatic,First Owner,Maruti Ciaz,4
3819,425000,42500,Diesel,Dealer,Manual,First Owner,Hyundai Grand,7
3820,490000,42000,Diesel,Dealer,Automatic,First Owner,Chevrolet Cruze,11
3821,750000,70000,Diesel,Individual,Automatic,Second Owner,Mahindra XUV500,8
3822,125000,110000,Petrol,Individual,Manual,Third Owner,Honda City,19
3823,221000,131365,Diesel,Individual,Manual,First Owner,Fiat Linea,9
3824,724000,48980,Diesel,Dealer,Automatic,First Owner,Volkswagen Vento,7
3825,440000,46000,Petrol,Dealer,Automatic,First Owner,Honda Amaze,9
3826,70000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet Spark,14
3827,511000,58000,Diesel,Dealer,Manual,First Owner,Maruti Baleno,8
3828,790000,22000,Diesel,Dealer,Manual,First Owner,others,7
3829,640000,37000,Petrol,Individual,Manual,First Owner,Hyundai i20,6
3830,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai Santro,14
3831,126000,98900,Diesel,Individual,Manual,Third Owner,Chevrolet Beat,11
3832,120000,125000,Diesel,Individual,Manual,First Owner,Chevrolet Beat,11
3833,650000,60000,Diesel,Individual,Manual,First Owner,Mahindra TUV,6
3834,450000,80000,Petrol,Individual,Manual,Second Owner,Hyundai Grand,9
3835,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti Zen,13
3836,600000,40000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,6
3837,620000,80000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,11
3838,600000,30000,Diesel,Individual,Manual,First Owner,Ford Ecosport,9
3839,795000,35000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,5
3841,495000,60000,Diesel,Individual,Manual,First Owner,others,8
3845,350000,145000,Diesel,Individual,Manual,First Owner,Mahindra Xylo,9
3846,300000,25000,Petrol,Individual,Automatic,First Owner,Datsun RediGO,5
3850,500000,70000,Diesel,Individual,Manual,First Owner,Nissan Sunny,5
3852,345000,58000,Petrol,Dealer,Manual,First Owner,Honda Brio,9
3853,220000,100000,Diesel,Individual,Manual,First Owner,Tata Indigo,10
3857,585000,14000,Petrol,Dealer,Manual,First Owner,Honda Jazz,6
3859,625000,13800,Petrol,Individual,Automatic,First Owner,Maruti Swift,5
3860,1035000,23000,Petrol,Dealer,Automatic,First Owner,Hyundai Creta,6
3862,600000,99700,Diesel,Individual,Manual,First Owner,Mahindra Xylo,6
3864,650000,49654,Diesel,Dealer,Manual,First Owner,Honda City,9
3865,550000,45457,Petrol,Dealer,Manual,First Owner,Hyundai Grand,7
3867,660000,48220,Petrol,Dealer,Manual,First Owner,Hyundai i20,7
3868,700000,11114,Petrol,Dealer,Manual,First Owner,Hyundai i20,6
3869,235000,60208,Diesel,Dealer,Manual,First Owner,Hyundai Getz,15
3870,475000,80000,Diesel,Dealer,Manual,First Owner,Volkswagen Vento,10
3871,795000,98600,Diesel,Dealer,Automatic,First Owner,others,15
3876,850000,58000,Petrol,Dealer,Automatic,First Owner,Honda City,8
3877,585000,85441,Diesel,Dealer,Manual,First Owner,Mahindra Xylo,6
3878,380000,64541,Diesel,Dealer,Manual,First Owner,Mahindra Verito,8
3879,650000,35000,Diesel,Individual,Manual,First Owner,Maruti Swift,4
3881,434999,16267,Petrol,Dealer,Manual,First Owner,Nissan Micra,6
3882,525000,71500,Diesel,Dealer,Manual,First Owner,Volkswagen Vento,10
3884,160000,80000,Petrol,Individual,Manual,First Owner,Chevrolet Aveo,15
3885,160000,90000,Petrol,Individual,Manual,Second Owner,Maruti Zen,16
3888,900000,14700,Petrol,Individual,Manual,First Owner,Hyundai Creta,6
3890,400000,50000,Petrol,Individual,Manual,First Owner,Maruti Wagon,6
3891,150000,100000,Petrol,Individual,Manual,Second Owner,Hyundai Santro,14
3892,950000,24000,Petrol,Individual,Automatic,First Owner,Volkswagen Polo,4
3894,110000,90000,Petrol,Individual,Manual,First Owner,Hyundai Getz,16
3895,375000,30000,Petrol,Individual,Manual,First Owner,others,8
3896,350000,80000,Petrol,Individual,Manual,First Owner,Datsun GO,6
3897,310000,92686,Diesel,Dealer,Manual,Second Owner,Hyundai i20,11
3899,350000,90000,Petrol,Individual,Manual,Second Owner,Volkswagen Vento,12
3900,100000,60000,Petrol,Individual,Manual,First Owner,Hyundai Santro,20
3908,280000,55000,Petrol,Individual,Manual,First Owner,Hyundai EON,9
3909,360000,6000,Petrol,Individual,Manual,First Owner,Hyundai EON,5
3910,150000,40000,Petrol,Individual,Manual,Second Owner,Maruti Alto,12
3911,900000,15000,Petrol,Individual,Automatic,First Owner,Skoda Rapid,6
3912,120000,50000,Diesel,Individual,Manual,Second Owner,others,18
3913,215000,90000,Petrol,Individual,Manual,Second Owner,Fiat Linea,13
3914,550000,38500,Diesel,Individual,Manual,First Owner,others,10
3915,775000,35000,Petrol,Individual,Manual,First Owner,others,5
3916,409999,49359,Petrol,Individual,Manual,Third Owner,others,22
3917,65000,70000,Petrol,Individual,Manual,Second Owner,Maruti 800,18
3918,200000,90000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,15
3919,240000,50000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,13
3920,800000,108731,Diesel,Individual,Manual,First Owner,Toyota Innova,11
3921,400000,120000,Diesel,Individual,Manual,First Owner,Toyota Innova,13
3922,500000,60000,Diesel,Individual,Manual,First Owner,Tata Sumo,7
3923,150000,90000,Diesel,Individual,Manual,Third Owner,others,16
3924,500000,140000,Diesel,Individual,Manual,Second Owner,Toyota Etios,9
3925,320000,80000,Petrol,Individual,Manual,First Owner,Hyundai EON,9
3926,300000,90000,Diesel,Individual,Manual,First Owner,Nissan Micra,10
3928,285000,14000,Petrol,Individual,Manual,First Owner,Maruti Alto,5
3929,360000,70000,Diesel,Individual,Manual,Second Owner,others,11
3930,450000,55000,Petrol,Individual,Manual,Second Owner,others,14
3931,175000,60000,Petrol,Individual,Manual,Third Owner,Maruti Alto,12
3932,350000,74000,Diesel,Individual,Manual,Second Owner,Chevrolet Cruze,12
3933,530000,45000,Diesel,Dealer,Manual,First Owner,Ford Figo,3
3934,1025000,38000,Diesel,Dealer,Manual,First Owner,Honda City,6
3935,950000,24000,Diesel,Dealer,Manual,First Owner,others,6
3936,725000,29976,Petrol,Dealer,Manual,First Owner,others,6
3937,919999,41000,Petrol,Dealer,Manual,First Owner,Honda City,6
3938,700000,15000,Diesel,Dealer,Manual,First Owner,Honda Jazz,5
3939,725000,36000,Diesel,Dealer,Manual,First Owner,Honda Jazz,6
3940,840000,30646,Petrol,Dealer,Manual,First Owner,others,6
3941,365000,23600,Petrol,Dealer,Manual,First Owner,Maruti Wagon,8
3942,665000,71318,Diesel,Dealer,Manual,First Owner,Honda City,9
3943,50000,78098,Petrol,Individual,Manual,First Owner,Maruti 800,20
3944,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai EON,9
3945,229999,45000,Petrol,Individual,Manual,Second Owner,Hyundai i10,11
3946,145000,67000,Petrol,Individual,Manual,First Owner,Hyundai Santro,15
3949,750000,18054,Petrol,Dealer,Manual,First Owner,Ford EcoSport,6
3950,785000,40000,Diesel,Individual,Manual,First Owner,Honda City,8
3951,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai i10,12
3952,300000,80000,Diesel,Individual,Manual,First Owner,Hyundai Xcent,6
3953,680000,20000,Diesel,Individual,Manual,First Owner,Hyundai i20,7
3954,700000,40000,Diesel,Individual,Manual,First Owner,Mahindra TUV,7
3955,180000,120000,Diesel,Individual,Manual,First Owner,Tata Indigo,12
3956,270000,120000,Diesel,Individual,Manual,Second Owner,Ford Fiesta,15
3957,370000,97000,Petrol,Individual,Manual,Second Owner,Maruti Swift,13
3958,1100000,70000,Diesel,Individual,Manual,First Owner,Mahindra Xylo,5
3959,120000,120000,Diesel,Individual,Manual,Second Owner,Hyundai Accent,19
3960,430000,88000,Diesel,Individual,Manual,Second Owner,Skoda Rapid,10
3961,550000,38406,Diesel,Dealer,Manual,First Owner,Maruti Swift,9
3962,320000,54350,Petrol,Dealer,Manual,First Owner,Hyundai Santro,9
3963,390000,32260,Petrol,Dealer,Manual,First Owner,Maruti Wagon,8
3964,550000,58231,Diesel,Dealer,Manual,First Owner,Renault Duster,9
3965,370000,59858,Petrol,Dealer,Manual,First Owner,Maruti Swift,11
3966,190000,73350,Petrol,Dealer,Manual,First Owner,Maruti Alto,13
3967,509999,88473,Diesel,Dealer,Manual,First Owner,Renault Duster,10
3968,450000,96987,Petrol,Dealer,Manual,First Owner,Honda City,10
3970,550000,61187,Diesel,Dealer,Manual,First Owner,Maruti Swift,8
3971,400000,68350,Diesel,Dealer,Manual,First Owner,Mahindra Xylo,14
3972,585000,81150,Diesel,Dealer,Manual,First Owner,Ford EcoSport,8
3973,500000,30000,Petrol,Individual,Manual,First Owner,Hyundai Grand,4
3974,800000,30000,Petrol,Individual,Manual,First Owner,Maruti Ciaz,8
3975,265000,120000,Diesel,Individual,Manual,Second Owner,Maruti Swift,14
3977,125000,50000,Petrol,Individual,Manual,Second Owner,others,16
3978,165000,80000,Diesel,Individual,Manual,First Owner,Tata Manza,13
3980,1025000,90000,Diesel,Individual,Manual,Second Owner,Hyundai Creta,8
3982,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet Cruze,11
3983,250000,110000,Diesel,Individual,Manual,Third Owner,Maruti Swift,13
3985,500000,35000,Diesel,Individual,Manual,First Owner,others,7
3986,350000,15000,Petrol,Individual,Manual,First Owner,Hyundai EON,5
3987,190000,52000,Petrol,Individual,Manual,Second Owner,Maruti Alto,13
3988,940000,140000,Diesel,Individual,Manual,First Owner,Volkswagen Jetta,14
3989,475000,60000,Petrol,Individual,Manual,Second Owner,Maruti Swift,10
3990,300000,17000,Petrol,Individual,Manual,First Owner,Maruti Alto,5
3991,250000,70000,Petrol,Individual,Manual,Third Owner,Chevrolet Beat,7
3992,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti Zen,22
3993,290000,125000,Diesel,Individual,Manual,Second Owner,Ford Figo,11
3995,1000000,120000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,8
3996,550000,87000,Diesel,Individual,Manual,First Owner,Hyundai i20,8
3997,285000,75000,Diesel,Individual,Manual,Third Owner,others,13
4026,229999,40000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,11
4027,580000,120000,Diesel,Individual,Manual,First Owner,Ford Ecosport,9
4028,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Toyota Corolla,18
4029,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti Ritz,11
4036,70000,105700,Petrol,Individual,Manual,First Owner,Maruti Zen,17
4037,430999,14000,Petrol,Dealer,Manual,First Owner,Maruti Celerio,6
4038,80000,70000,Petrol,Individual,Manual,First Owner,Chevrolet Spark,13
4039,335000,28000,Petrol,Dealer,Manual,First Owner,Maruti Alto,4
4040,350000,51000,Petrol,Dealer,Manual,First Owner,Maruti Eeco,6
4041,315000,56000,Petrol,Dealer,Manual,First Owner,Maruti Alto,5
4042,1100000,35000,Diesel,Individual,Automatic,First Owner,Volkswagen Vento,4
4043,80000,24000,Petrol,Individual,Manual,First Owner,Maruti Esteem,18
4044,285000,64000,Petrol,Dealer,Manual,Second Owner,Maruti Alto,9
4045,100000,120000,Diesel,Individual,Manual,Third Owner,Tata Indigo,14
4046,225000,37091,Petrol,Individual,Manual,First Owner,Maruti Alto,12
4048,320000,38900,Petrol,Individual,Manual,Third Owner,Maruti Alto,5
4050,120000,110000,Petrol,Individual,Manual,Third Owner,Maruti Wagon,15
4051,200000,100000,Diesel,Individual,Manual,Second Owner,Volkswagen Vento,12
4052,1151000,85000,Diesel,Individual,Manual,First Owner,Hyundai Creta,7
4053,120000,140000,Diesel,Individual,Manual,First Owner,Tata Indica,11
4054,220000,20000,Petrol,Individual,Manual,First Owner,Renault KWID,6
4056,784000,40000,Diesel,Individual,Manual,First Owner,Mahindra TUV,5
4057,500000,50000,Petrol,Individual,Manual,First Owner,Honda Jazz,6
4058,350000,20000,Petrol,Individual,Manual,First Owner,Hyundai EON,5
4060,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra Thar,9
4061,525000,9400,Petrol,Individual,Manual,First Owner,Hyundai Grand,4
4062,930000,12000,Diesel,Individual,Manual,First Owner,Ford EcoSport,6
4063,440000,14100,CNG,Dealer,Manual,First Owner,Maruti Eeco,6
4064,434999,21000,Petrol,Dealer,Manual,First Owner,Maruti Celerio,7
4065,250000,28000,Petrol,Dealer,Manual,First Owner,Hyundai i10,12
4066,940000,35000,Diesel,Dealer,Manual,First Owner,Maruti Ertiga,6
4067,1050000,31000,Diesel,Dealer,Automatic,First Owner,Hyundai Verna,6
4068,825000,58000,Diesel,Dealer,Manual,First Owner,Maruti Ertiga,7
4069,229999,25000,Petrol,Individual,Manual,First Owner,Maruti Wagon,11
4070,375000,72000,Petrol,Dealer,Manual,First Owner,Hyundai i20,12
4071,640000,89000,Diesel,Dealer,Manual,First Owner,Maruti Ertiga,10
4072,800000,160000,Diesel,Dealer,Manual,First Owner,Toyota Innova,11
4073,130000,30000,Petrol,Individual,Manual,Third Owner,Ford Figo,11
4074,300000,37555,Petrol,Dealer,Manual,First Owner,Hyundai i10,9
4075,440000,14000,Petrol,Dealer,Manual,First Owner,Maruti Wagon,5
4076,595000,56600,CNG,Dealer,Manual,First Owner,Maruti Ertiga,9
4077,450000,110000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,10
4078,690000,50000,Diesel,Individual,Manual,First Owner,Maruti Vitara,6
4079,300000,5000,Petrol,Individual,Manual,First Owner,Maruti Alto,4
4080,170000,100000,Petrol,Individual,Manual,Second Owner,Chevrolet Sail,9
4081,280000,120000,Diesel,Individual,Manual,First Owner,Toyota Etios,11
4082,220000,67580,Petrol,Individual,Manual,Second Owner,Maruti Swift,14
4083,140000,100000,Petrol,Individual,Manual,Third Owner,Hyundai Santro,14
4084,45000,60000,Petrol,Individual,Manual,First Owner,Maruti Esteem,19
4085,200000,125000,Diesel,Individual,Manual,Second Owner,Ford Figo,9
4086,325000,120000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,15
4087,300000,130000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,13
4092,280000,40000,Diesel,Individual,Manual,First Owner,Mahindra Verito,8
4093,225000,78000,Diesel,Dealer,Manual,First Owner,Nissan Sunny,10
4094,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner,Ford EcoSport,8
4095,535000,38365,Petrol,Dealer,Manual,First Owner,Hyundai i20,7
4097,650000,49834,Petrol,Trustmark Dealer,Manual,First Owner,Maruti Baleno,6
4098,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner,Honda Brio,10
4099,480000,68308,Diesel,Trustmark Dealer,Manual,First Owner,Maruti Swift,8
4100,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner,Honda City,8
4105,426000,1000,Diesel,Individual,Manual,First Owner,others,3
4108,295000,90000,Diesel,Individual,Manual,Third Owner,Mahindra Bolero,8
4129,330000,100000,Diesel,Individual,Manual,Second Owner,Mahindra Xylo,12
4130,150000,80000,Petrol,Individual,Manual,First Owner,Maruti Ritz,14
4131,927999,90000,Diesel,Individual,Manual,First Owner,Hyundai Creta,7
4132,70000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti Zen,20
4133,399000,55000,Diesel,Dealer,Manual,First Owner,Hyundai Xcent,8
4134,350000,90000,Diesel,Individual,Manual,First Owner,Maruti Swift,8
4135,125000,50000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,17
4136,150000,90000,Petrol,Individual,Manual,Second Owner,Hyundai Santro,15
4137,250000,25000,Petrol,Individual,Manual,First Owner,Hyundai EON,8
4138,675000,61000,Diesel,Dealer,Manual,First Owner,Hyundai Verna,9
4139,950000,30000,Diesel,Individual,Manual,First Owner,others,5
4140,409999,45000,CNG,Individual,Manual,First Owner,Maruti Eeco,5
4141,225000,60000,Diesel,Individual,Manual,First Owner,Fiat Linea,12
4142,350000,75000,Petrol,Individual,Manual,Second Owner,Honda Civic,15
4143,51111,140000,Petrol,Individual,Manual,Third Owner,Tata Indica,18
4144,290000,56000,Diesel,Dealer,Manual,First Owner,Chevrolet Sail,10
4145,310000,62000,Electric,Dealer,Automatic,Second Owner,others,17
4146,212000,58000,Diesel,Dealer,Manual,Second Owner,Hyundai Verna,16
4147,900000,49000,Diesel,Dealer,Automatic,Second Owner,others,10
4148,221000,56000,Diesel,Dealer,Manual,Second Owner,Chevrolet Beat,12
4149,675000,73000,Diesel,Dealer,Manual,First Owner,Toyota Innova,10
4150,421000,69000,Diesel,Dealer,Manual,First Owner,Honda Amaze,9
4151,350000,10000,Petrol,Individual,Manual,First Owner,Maruti SX4,15
4152,140000,110000,CNG,Individual,Manual,First Owner,Hyundai Accent,13
4153,90000,116000,Diesel,Individual,Manual,Second Owner,others,21
4154,830000,40000,Diesel,Individual,Manual,First Owner,Honda City,5
4155,180000,30000,Petrol,Individual,Manual,First Owner,Maruti Wagon,14
4156,210000,109000,Diesel,Individual,Manual,Second Owner,Maruti Swift,14
4157,700000,90000,Diesel,Individual,Manual,First Owner,Maruti SX4,6
4159,125000,120000,Diesel,Individual,Manual,First Owner,Tata Indigo,11
4160,530000,64916,Petrol,Individual,Manual,First Owner,Hyundai Verna,6
4161,800000,37161,Diesel,Dealer,Manual,First Owner,Ford Ecosport,5
4162,580000,15000,Petrol,Individual,Manual,First Owner,Maruti Baleno,7
4164,300000,50852,Petrol,Individual,Manual,First Owner,Renault KWID,5
4165,300000,30000,Petrol,Individual,Manual,First Owner,Renault KWID,7
4166,700000,77000,Diesel,Individual,Manual,First Owner,Maruti Ciaz,8
4167,250000,70000,Petrol,Individual,Manual,Third Owner,Nissan Sunny,11
4168,500000,120000,Diesel,Individual,Manual,First Owner,Chevrolet Tavera,7
4169,428000,40000,Petrol,Individual,Automatic,Third Owner,others,14
4171,219000,53500,Petrol,Individual,Manual,Third Owner,Hyundai EON,10
4172,500000,40000,Diesel,Individual,Manual,First Owner,Maruti Ertiga,6
4193,409999,60000,Petrol,Individual,Manual,First Owner,Honda City,13
4194,570000,5000,Petrol,Individual,Manual,First Owner,others,5
4195,160000,80000,Petrol,Individual,Manual,Third Owner,Maruti SX4,16
4196,749000,51500,Diesel,Individual,Manual,Second Owner,Maruti Ciaz,6
4197,300000,120000,Diesel,Individual,Manual,Third Owner,Maruti Swift,13
4198,550000,79800,Diesel,Dealer,Manual,First Owner,Ford EcoSport,9
4199,550000,97000,Diesel,Dealer,Manual,Second Owner,Ford EcoSport,8
4201,700000,49957,Diesel,Dealer,Manual,First Owner,Ford Figo,6
4202,600000,43235,Diesel,Dealer,Manual,First Owner,Ford Figo,6
4203,925000,50699,Diesel,Dealer,Manual,First Owner,Ford EcoSport,5
4205,459999,140730,Diesel,Dealer,Manual,Second Owner,Ford Figo,8
4206,565000,46000,Petrol,Individual,Manual,First Owner,Hyundai i20,8
4207,170000,80000,Petrol,Individual,Manual,Third Owner,Hyundai EON,10
4209,295000,120000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,15
4210,819999,40000,Diesel,Individual,Manual,First Owner,Hyundai i20,5
4211,819999,40000,Diesel,Individual,Manual,First Owner,Hyundai Elite,4
4212,320000,40000,Petrol,Individual,Manual,First Owner,Maruti Ritz,8
